istat;name;cadastral;province;province_abbr;region;nuts3
001001;Agliè;A074;Torino;TO;Piemonte;ITC11
001002;Airasca;A109;Torino;TO;Piemonte;ITC11
001003;Ala di Stura;A117;Torino;TO;Piemonte;ITC11
001004;Albiano d'Ivrea;A157;Torino;TO;Piemonte;ITC11
001006;Almese;A218;Torino;TO;Piemonte;ITC11
001007;Alpette;A221;Torino;TO;Piemonte;ITC11
001008;Alpignano;A222;Torino;TO;Piemonte;ITC11
001009;Andezeno;A275;Torino;TO;Piemonte;ITC11
001010;Andrate;A282;Torino;TO;Piemonte;ITC11
001011;Angrogna;A295;Torino;TO;Piemonte;ITC11
001012;Arignano;A405;Torino;TO;Piemonte;ITC11
001013;Avigliana;A518;Torino;TO;Piemonte;ITC11
001014;Azeglio;A525;Torino;TO;Piemonte;ITC11
001015;Bairo;A584;Torino;TO;Piemonte;ITC11
001016;Balangero;A587;Torino;TO;Piemonte;ITC11
001017;Baldissero Canavese;A590;Torino;TO;Piemonte;ITC11
001018;Baldissero Torinese;A591;Torino;TO;Piemonte;ITC11
001019;Balme;A599;Torino;TO;Piemonte;ITC11
001020;Banchette;A607;Torino;TO;Piemonte;ITC11
001021;Barbania;A625;Torino;TO;Piemonte;ITC11
001022;Bardonecchia;A651;Torino;TO;Piemonte;ITC11
001023;Barone Canavese;A673;Torino;TO;Piemonte;ITC11
001024;Beinasco;A734;Torino;TO;Piemonte;ITC11
001025;Bibiana;A853;Torino;TO;Piemonte;ITC11
001026;Bobbio Pellice;A910;Torino;TO;Piemonte;ITC11
001027;Bollengo;A941;Torino;TO;Piemonte;ITC11
001028;Borgaro Torinese;A990;Torino;TO;Piemonte;ITC11
001029;Borgiallo;B003;Torino;TO;Piemonte;ITC11
001030;Borgofranco d'Ivrea;B015;Torino;TO;Piemonte;ITC11
001031;Borgomasino;B021;Torino;TO;Piemonte;ITC11
001032;Borgone Susa;B024;Torino;TO;Piemonte;ITC11
001033;Bosconero;B075;Torino;TO;Piemonte;ITC11
001034;Brandizzo;B121;Torino;TO;Piemonte;ITC11
001035;Bricherasio;B171;Torino;TO;Piemonte;ITC11
001036;Brosso;B205;Torino;TO;Piemonte;ITC11
001037;Brozolo;B209;Torino;TO;Piemonte;ITC11
001038;Bruino;B216;Torino;TO;Piemonte;ITC11
001039;Brusasco;B225;Torino;TO;Piemonte;ITC11
001040;Bruzolo;B232;Torino;TO;Piemonte;ITC11
001041;Buriasco;B278;Torino;TO;Piemonte;ITC11
001042;Burolo;B279;Torino;TO;Piemonte;ITC11
001043;Busano;B284;Torino;TO;Piemonte;ITC11
001044;Bussoleno;B297;Torino;TO;Piemonte;ITC11
001045;Buttigliera Alta;B305;Torino;TO;Piemonte;ITC11
001046;Cafasse;B350;Torino;TO;Piemonte;ITC11
001047;Caluso;B435;Torino;TO;Piemonte;ITC11
001048;Cambiano;B462;Torino;TO;Piemonte;ITC11
001049;Campiglione Fenile;B512;Torino;TO;Piemonte;ITC11
001050;Candia Canavese;B588;Torino;TO;Piemonte;ITC11
001051;Candiolo;B592;Torino;TO;Piemonte;ITC11
001052;Canischio;B605;Torino;TO;Piemonte;ITC11
001053;Cantalupa;B628;Torino;TO;Piemonte;ITC11
001054;Cantoira;B637;Torino;TO;Piemonte;ITC11
001055;Caprie;B705;Torino;TO;Piemonte;ITC11
001056;Caravino;B733;Torino;TO;Piemonte;ITC11
001057;Carema;B762;Torino;TO;Piemonte;ITC11
001058;Carignano;B777;Torino;TO;Piemonte;ITC11
001059;Carmagnola;B791;Torino;TO;Piemonte;ITC11
001060;Casalborgone;B867;Torino;TO;Piemonte;ITC11
001061;Cascinette d'Ivrea;B953;Torino;TO;Piemonte;ITC11
001062;Caselette;B955;Torino;TO;Piemonte;ITC11
001063;Caselle Torinese;B960;Torino;TO;Piemonte;ITC11
001064;Castagneto Po;C045;Torino;TO;Piemonte;ITC11
001065;Castagnole Piemonte;C048;Torino;TO;Piemonte;ITC11
001066;Castellamonte;C133;Torino;TO;Piemonte;ITC11
001067;Castelnuovo Nigra;C241;Torino;TO;Piemonte;ITC11
001068;Castiglione Torinese;C307;Torino;TO;Piemonte;ITC11
001069;Cavagnolo;C369;Torino;TO;Piemonte;ITC11
001070;Cavour;C404;Torino;TO;Piemonte;ITC11
001071;Cercenasco;C487;Torino;TO;Piemonte;ITC11
001072;Ceres;C497;Torino;TO;Piemonte;ITC11
001073;Ceresole Reale;C505;Torino;TO;Piemonte;ITC11
001074;Cesana Torinese;C564;Torino;TO;Piemonte;ITC11
001075;Chialamberto;C604;Torino;TO;Piemonte;ITC11
001076;Chianocco;C610;Torino;TO;Piemonte;ITC11
001077;Chiaverano;C624;Torino;TO;Piemonte;ITC11
001078;Chieri;C627;Torino;TO;Piemonte;ITC11
001079;Chiesanuova;C629;Torino;TO;Piemonte;ITC11
001080;Chiomonte;C639;Torino;TO;Piemonte;ITC11
001081;Chiusa di San Michele;C655;Torino;TO;Piemonte;ITC11
001082;Chivasso;C665;Torino;TO;Piemonte;ITC11
001083;Ciconio;C679;Torino;TO;Piemonte;ITC11
001084;Cintano;C711;Torino;TO;Piemonte;ITC11
001085;Cinzano;C715;Torino;TO;Piemonte;ITC11
001086;Ciriè;C722;Torino;TO;Piemonte;ITC11
001087;Claviere;C793;Torino;TO;Piemonte;ITC11
001088;Coassolo Torinese;C801;Torino;TO;Piemonte;ITC11
001089;Coazze;C803;Torino;TO;Piemonte;ITC11
001090;Collegno;C860;Torino;TO;Piemonte;ITC11
001091;Colleretto Castelnuovo;C867;Torino;TO;Piemonte;ITC11
001092;Colleretto Giacosa;C868;Torino;TO;Piemonte;ITC11
001093;Condove;C955;Torino;TO;Piemonte;ITC11
001094;Corio;D008;Torino;TO;Piemonte;ITC11
001095;Cossano Canavese;D092;Torino;TO;Piemonte;ITC11
001096;Cuceglio;D197;Torino;TO;Piemonte;ITC11
001097;Cumiana;D202;Torino;TO;Piemonte;ITC11
001098;Cuorgnè;D208;Torino;TO;Piemonte;ITC11
001099;Druento;D373;Torino;TO;Piemonte;ITC11
001100;Exilles;D433;Torino;TO;Piemonte;ITC11
001101;Favria;D520;Torino;TO;Piemonte;ITC11
001102;Feletto;D524;Torino;TO;Piemonte;ITC11
001103;Fenestrelle;D532;Torino;TO;Piemonte;ITC11
001104;Fiano;D562;Torino;TO;Piemonte;ITC11
001105;Fiorano Canavese;D608;Torino;TO;Piemonte;ITC11
001106;Foglizzo;D646;Torino;TO;Piemonte;ITC11
001107;Forno Canavese;D725;Torino;TO;Piemonte;ITC11
001108;Frassinetto;D781;Torino;TO;Piemonte;ITC11
001109;Front;D805;Torino;TO;Piemonte;ITC11
001110;Frossasco;D812;Torino;TO;Piemonte;ITC11
001111;Garzigliana;D931;Torino;TO;Piemonte;ITC11
001112;Gassino Torinese;D933;Torino;TO;Piemonte;ITC11
001113;Germagnano;D983;Torino;TO;Piemonte;ITC11
001114;Giaglione;E009;Torino;TO;Piemonte;ITC11
001115;Giaveno;E020;Torino;TO;Piemonte;ITC11
001116;Givoletto;E067;Torino;TO;Piemonte;ITC11
001117;Gravere;E154;Torino;TO;Piemonte;ITC11
001118;Groscavallo;E199;Torino;TO;Piemonte;ITC11
001119;Grosso;E203;Torino;TO;Piemonte;ITC11
001120;Grugliasco;E216;Torino;TO;Piemonte;ITC11
001121;Ingria;E301;Torino;TO;Piemonte;ITC11
001122;Inverso Pinasca;E311;Torino;TO;Piemonte;ITC11
001123;Isolabella;E345;Torino;TO;Piemonte;ITC11
001124;Issiglio;E368;Torino;TO;Piemonte;ITC11
001125;Ivrea;E379;Torino;TO;Piemonte;ITC11
001126;La Cassa;E394;Torino;TO;Piemonte;ITC11
001127;La Loggia;E423;Torino;TO;Piemonte;ITC11
001128;Lanzo Torinese;E445;Torino;TO;Piemonte;ITC11
001129;Lauriano;E484;Torino;TO;Piemonte;ITC11
001130;Leini;E518;Torino;TO;Piemonte;ITC11
001131;Lemie;E520;Torino;TO;Piemonte;ITC11
001132;Lessolo;E551;Torino;TO;Piemonte;ITC11
001133;Levone;E566;Torino;TO;Piemonte;ITC11
001134;Locana;E635;Torino;TO;Piemonte;ITC11
001135;Lombardore;E660;Torino;TO;Piemonte;ITC11
001136;Lombriasco;E661;Torino;TO;Piemonte;ITC11
001137;Loranzè;E683;Torino;TO;Piemonte;ITC11
001139;Luserna San Giovanni;E758;Torino;TO;Piemonte;ITC11
001140;Lusernetta;E759;Torino;TO;Piemonte;ITC11
001141;Lusigliè;E763;Torino;TO;Piemonte;ITC11
001142;Macello;E782;Torino;TO;Piemonte;ITC11
001143;Maglione;E817;Torino;TO;Piemonte;ITC11
001144;Marentino;E941;Torino;TO;Piemonte;ITC11
001145;Massello;F041;Torino;TO;Piemonte;ITC11
001146;Mathi;F053;Torino;TO;Piemonte;ITC11
001147;Mattie;F058;Torino;TO;Piemonte;ITC11
001148;Mazzè;F067;Torino;TO;Piemonte;ITC11
001149;Meana di Susa;F074;Torino;TO;Piemonte;ITC11
001150;Mercenasco;F140;Torino;TO;Piemonte;ITC11
001152;Mezzenile;F182;Torino;TO;Piemonte;ITC11
001153;Mombello di Torino;F315;Torino;TO;Piemonte;ITC11
001154;Mompantero;F318;Torino;TO;Piemonte;ITC11
001155;Monastero di Lanzo;F327;Torino;TO;Piemonte;ITC11
001156;Moncalieri;F335;Torino;TO;Piemonte;ITC11
001157;Moncenisio;D553;Torino;TO;Piemonte;ITC11
001158;Montaldo Torinese;F407;Torino;TO;Piemonte;ITC11
001159;Montalenghe;F411;Torino;TO;Piemonte;ITC11
001160;Montalto Dora;F420;Torino;TO;Piemonte;ITC11
001161;Montanaro;F422;Torino;TO;Piemonte;ITC11
001162;Monteu da Po;F651;Torino;TO;Piemonte;ITC11
001163;Moriondo Torinese;F733;Torino;TO;Piemonte;ITC11
001164;Nichelino;F889;Torino;TO;Piemonte;ITC11
001165;Noasca;F906;Torino;TO;Piemonte;ITC11
001166;Nole;F925;Torino;TO;Piemonte;ITC11
001167;Nomaglio;F927;Torino;TO;Piemonte;ITC11
001168;None;F931;Torino;TO;Piemonte;ITC11
001169;Novalesa;F948;Torino;TO;Piemonte;ITC11
001170;Oglianico;G010;Torino;TO;Piemonte;ITC11
001171;Orbassano;G087;Torino;TO;Piemonte;ITC11
001172;Orio Canavese;G109;Torino;TO;Piemonte;ITC11
001173;Osasco;G151;Torino;TO;Piemonte;ITC11
001174;Osasio;G152;Torino;TO;Piemonte;ITC11
001175;Oulx;G196;Torino;TO;Piemonte;ITC11
001176;Ozegna;G202;Torino;TO;Piemonte;ITC11
001177;Palazzo Canavese;G262;Torino;TO;Piemonte;ITC11
001178;Pancalieri;G303;Torino;TO;Piemonte;ITC11
001179;Parella;G330;Torino;TO;Piemonte;ITC11
001180;Pavarolo;G387;Torino;TO;Piemonte;ITC11
001181;Pavone Canavese;G392;Torino;TO;Piemonte;ITC11
001183;Pecetto Torinese;G398;Torino;TO;Piemonte;ITC11
001184;Perosa Argentina;G463;Torino;TO;Piemonte;ITC11
001185;Perosa Canavese;G462;Torino;TO;Piemonte;ITC11
001186;Perrero;G465;Torino;TO;Piemonte;ITC11
001187;Pertusio;G477;Torino;TO;Piemonte;ITC11
001188;Pessinetto;G505;Torino;TO;Piemonte;ITC11
001189;Pianezza;G559;Torino;TO;Piemonte;ITC11
001190;Pinasca;G672;Torino;TO;Piemonte;ITC11
001191;Pinerolo;G674;Torino;TO;Piemonte;ITC11
001192;Pino Torinese;G678;Torino;TO;Piemonte;ITC11
001193;Piobesi Torinese;G684;Torino;TO;Piemonte;ITC11
001194;Piossasco;G691;Torino;TO;Piemonte;ITC11
001195;Piscina;G705;Torino;TO;Piemonte;ITC11
001196;Piverone;G719;Torino;TO;Piemonte;ITC11
001197;Poirino;G777;Torino;TO;Piemonte;ITC11
001198;Pomaretto;G805;Torino;TO;Piemonte;ITC11
001199;Pont Canavese;G826;Torino;TO;Piemonte;ITC11
001200;Porte;G900;Torino;TO;Piemonte;ITC11
001201;Pragelato;G973;Torino;TO;Piemonte;ITC11
001202;Prali;G978;Torino;TO;Piemonte;ITC11
001203;Pralormo;G979;Torino;TO;Piemonte;ITC11
001204;Pramollo;G982;Torino;TO;Piemonte;ITC11
001205;Prarostino;G986;Torino;TO;Piemonte;ITC11
001206;Prascorsano;G988;Torino;TO;Piemonte;ITC11
001207;Pratiglione;G997;Torino;TO;Piemonte;ITC11
001208;Quagliuzzo;H100;Torino;TO;Piemonte;ITC11
001209;Quassolo;H120;Torino;TO;Piemonte;ITC11
001210;Quincinetto;H127;Torino;TO;Piemonte;ITC11
001211;Reano;H207;Torino;TO;Piemonte;ITC11
001212;Ribordone;H270;Torino;TO;Piemonte;ITC11
001213;Rivalba;H333;Torino;TO;Piemonte;ITC11
001214;Rivalta di Torino;H335;Torino;TO;Piemonte;ITC11
001215;Riva presso Chieri;H337;Torino;TO;Piemonte;ITC11
001216;Rivara;H338;Torino;TO;Piemonte;ITC11
001217;Rivarolo Canavese;H340;Torino;TO;Piemonte;ITC11
001218;Rivarossa;H344;Torino;TO;Piemonte;ITC11
001219;Rivoli;H355;Torino;TO;Piemonte;ITC11
001220;Robassomero;H367;Torino;TO;Piemonte;ITC11
001221;Rocca Canavese;H386;Torino;TO;Piemonte;ITC11
001222;Roletto;H498;Torino;TO;Piemonte;ITC11
001223;Romano Canavese;H511;Torino;TO;Piemonte;ITC11
001224;Ronco Canavese;H539;Torino;TO;Piemonte;ITC11
001225;Rondissone;H547;Torino;TO;Piemonte;ITC11
001226;Rorà;H554;Torino;TO;Piemonte;ITC11
001227;Roure;H555;Torino;TO;Piemonte;ITC11
001228;Rosta;H583;Torino;TO;Piemonte;ITC11
001229;Rubiana;H627;Torino;TO;Piemonte;ITC11
001230;Rueglio;H631;Torino;TO;Piemonte;ITC11
001231;Salassa;H691;Torino;TO;Piemonte;ITC11
001232;Salbertrand;H684;Torino;TO;Piemonte;ITC11
001233;Salerano Canavese;H702;Torino;TO;Piemonte;ITC11
001234;Salza di Pinerolo;H734;Torino;TO;Piemonte;ITC11
001235;Samone;H753;Torino;TO;Piemonte;ITC11
001236;San Benigno Canavese;H775;Torino;TO;Piemonte;ITC11
001237;San Carlo Canavese;H789;Torino;TO;Piemonte;ITC11
001238;San Colombano Belmonte;H804;Torino;TO;Piemonte;ITC11
001239;San Didero;H820;Torino;TO;Piemonte;ITC11
001240;San Francesco al Campo;H847;Torino;TO;Piemonte;ITC11
001241;Sangano;H855;Torino;TO;Piemonte;ITC11
001242;San Germano Chisone;H862;Torino;TO;Piemonte;ITC11
001243;San Gillio;H873;Torino;TO;Piemonte;ITC11
001244;San Giorgio Canavese;H890;Torino;TO;Piemonte;ITC11
001245;San Giorio di Susa;H900;Torino;TO;Piemonte;ITC11
001246;San Giusto Canavese;H936;Torino;TO;Piemonte;ITC11
001247;San Martino Canavese;H997;Torino;TO;Piemonte;ITC11
001248;San Maurizio Canavese;I024;Torino;TO;Piemonte;ITC11
001249;San Mauro Torinese;I030;Torino;TO;Piemonte;ITC11
001250;San Pietro Val Lemina;I090;Torino;TO;Piemonte;ITC11
001251;San Ponso;I126;Torino;TO;Piemonte;ITC11
001252;San Raffaele Cimena;I137;Torino;TO;Piemonte;ITC11
001253;San Sebastiano da Po;I152;Torino;TO;Piemonte;ITC11
001254;San Secondo di Pinerolo;I154;Torino;TO;Piemonte;ITC11
001255;Sant'Ambrogio di Torino;I258;Torino;TO;Piemonte;ITC11
001256;Sant'Antonino di Susa;I296;Torino;TO;Piemonte;ITC11
001257;Santena;I327;Torino;TO;Piemonte;ITC11
001258;Sauze di Cesana;I465;Torino;TO;Piemonte;ITC11
001259;Sauze d'Oulx;I466;Torino;TO;Piemonte;ITC11
001260;Scalenghe;I490;Torino;TO;Piemonte;ITC11
001261;Scarmagno;I511;Torino;TO;Piemonte;ITC11
001262;Sciolze;I539;Torino;TO;Piemonte;ITC11
001263;Sestriere;I692;Torino;TO;Piemonte;ITC11
001264;Settimo Rottaro;I701;Torino;TO;Piemonte;ITC11
001265;Settimo Torinese;I703;Torino;TO;Piemonte;ITC11
001266;Settimo Vittone;I702;Torino;TO;Piemonte;ITC11
001267;Sparone;I886;Torino;TO;Piemonte;ITC11
001268;Strambinello;I969;Torino;TO;Piemonte;ITC11
001269;Strambino;I970;Torino;TO;Piemonte;ITC11
001270;Susa;L013;Torino;TO;Piemonte;ITC11
001271;Tavagnasco;L066;Torino;TO;Piemonte;ITC11
001272;Torino;L219;Torino;TO;Piemonte;ITC11
001273;Torrazza Piemonte;L238;Torino;TO;Piemonte;ITC11
001274;Torre Canavese;L247;Torino;TO;Piemonte;ITC11
001275;Torre Pellice;L277;Torino;TO;Piemonte;ITC11
001276;Trana;L327;Torino;TO;Piemonte;ITC11
001278;Traversella;L345;Torino;TO;Piemonte;ITC11
001279;Traves;L340;Torino;TO;Piemonte;ITC11
001280;Trofarello;L445;Torino;TO;Piemonte;ITC11
001281;Usseaux;L515;Torino;TO;Piemonte;ITC11
001282;Usseglio;L516;Torino;TO;Piemonte;ITC11
001283;Vaie;L538;Torino;TO;Piemonte;ITC11
001284;Val della Torre;L555;Torino;TO;Piemonte;ITC11
001285;Valgioie;L578;Torino;TO;Piemonte;ITC11
001286;Vallo Torinese;L629;Torino;TO;Piemonte;ITC11
001287;Valperga;L644;Torino;TO;Piemonte;ITC11
001288;Valprato Soana;B510;Torino;TO;Piemonte;ITC11
001289;Varisella;L685;Torino;TO;Piemonte;ITC11
001290;Vauda Canavese;L698;Torino;TO;Piemonte;ITC11
001291;Venaus;L726;Torino;TO;Piemonte;ITC11
001292;Venaria Reale;L727;Torino;TO;Piemonte;ITC11
001293;Verolengo;L779;Torino;TO;Piemonte;ITC11
001294;Verrua Savoia;L787;Torino;TO;Piemonte;ITC11
001295;Vestignè;L811;Torino;TO;Piemonte;ITC11
001296;Vialfrè;L830;Torino;TO;Piemonte;ITC11
001298;Vidracco;L857;Torino;TO;Piemonte;ITC11
001299;Vigone;L898;Torino;TO;Piemonte;ITC11
001300;Villafranca Piemonte;L948;Torino;TO;Piemonte;ITC11
001301;Villanova Canavese;L982;Torino;TO;Piemonte;ITC11
001302;Villarbasse;M002;Torino;TO;Piemonte;ITC11
001303;Villar Dora;L999;Torino;TO;Piemonte;ITC11
001304;Villareggia;M004;Torino;TO;Piemonte;ITC11
001305;Villar Focchiardo;M007;Torino;TO;Piemonte;ITC11
001306;Villar Pellice;M013;Torino;TO;Piemonte;ITC11
001307;Villar Perosa;M014;Torino;TO;Piemonte;ITC11
001308;Villastellone;M027;Torino;TO;Piemonte;ITC11
001309;Vinovo;M060;Torino;TO;Piemonte;ITC11
001310;Virle Piemonte;M069;Torino;TO;Piemonte;ITC11
001311;Vische;M071;Torino;TO;Piemonte;ITC11
001312;Vistrorio;M080;Torino;TO;Piemonte;ITC11
001313;Viù;M094;Torino;TO;Piemonte;ITC11
001314;Volpiano;M122;Torino;TO;Piemonte;ITC11
001315;Volvera;M133;Torino;TO;Piemonte;ITC11
001316;Mappano;M316;Torino;TO;Piemonte;ITC11
001317;Val di Chy;M405;Torino;TO;Piemonte;ITC11
001318;Valchiusa;M415;Torino;TO;Piemonte;ITC11
002002;Alagna Valsesia;A119;Vercelli;VC;Piemonte;ITC12
002003;Albano Vercellese;A130;Vercelli;VC;Piemonte;ITC12
002004;Alice Castello;A198;Vercelli;VC;Piemonte;ITC12
002006;Arborio;A358;Vercelli;VC;Piemonte;ITC12
002007;Asigliano Vercellese;A466;Vercelli;VC;Piemonte;ITC12
002008;Balmuccia;A600;Vercelli;VC;Piemonte;ITC12
002009;Balocco;A601;Vercelli;VC;Piemonte;ITC12
002011;Bianzè;A847;Vercelli;VC;Piemonte;ITC12
002014;Boccioleto;A914;Vercelli;VC;Piemonte;ITC12
002015;Borgo d'Ale;B009;Vercelli;VC;Piemonte;ITC12
002016;Borgosesia;B041;Vercelli;VC;Piemonte;ITC12
002017;Borgo Vercelli;B046;Vercelli;VC;Piemonte;ITC12
002021;Buronzo;B280;Vercelli;VC;Piemonte;ITC12
002025;Campertogno;B505;Vercelli;VC;Piemonte;ITC12
002029;Carcoforo;B752;Vercelli;VC;Piemonte;ITC12
002030;Caresana;B767;Vercelli;VC;Piemonte;ITC12
002031;Caresanablot;B768;Vercelli;VC;Piemonte;ITC12
002032;Carisio;B782;Vercelli;VC;Piemonte;ITC12
002033;Casanova Elvo;B928;Vercelli;VC;Piemonte;ITC12
002035;San Giacomo Vercellese;B952;Vercelli;VC;Piemonte;ITC12
002041;Cervatto;C548;Vercelli;VC;Piemonte;ITC12
002042;Cigliano;C680;Vercelli;VC;Piemonte;ITC12
002043;Civiasco;C757;Vercelli;VC;Piemonte;ITC12
002045;Collobiano;C884;Vercelli;VC;Piemonte;ITC12
002047;Costanzana;D113;Vercelli;VC;Piemonte;ITC12
002048;Cravagliana;D132;Vercelli;VC;Piemonte;ITC12
002049;Crescentino;D154;Vercelli;VC;Piemonte;ITC12
002052;Crova;D187;Vercelli;VC;Piemonte;ITC12
002054;Desana;D281;Vercelli;VC;Piemonte;ITC12
002057;Fobello;D641;Vercelli;VC;Piemonte;ITC12
002058;Fontanetto Po;D676;Vercelli;VC;Piemonte;ITC12
002059;Formigliana;D712;Vercelli;VC;Piemonte;ITC12
002061;Gattinara;D938;Vercelli;VC;Piemonte;ITC12
002062;Ghislarengo;E007;Vercelli;VC;Piemonte;ITC12
002065;Greggio;E163;Vercelli;VC;Piemonte;ITC12
002066;Guardabosone;E237;Vercelli;VC;Piemonte;ITC12
002067;Lamporo;E433;Vercelli;VC;Piemonte;ITC12
002068;Lenta;E528;Vercelli;VC;Piemonte;ITC12
002070;Lignana;E583;Vercelli;VC;Piemonte;ITC12
002071;Livorno Ferraris;E626;Vercelli;VC;Piemonte;ITC12
002072;Lozzolo;E711;Vercelli;VC;Piemonte;ITC12
002078;Mollia;F297;Vercelli;VC;Piemonte;ITC12
002079;Moncrivello;F342;Vercelli;VC;Piemonte;ITC12
002082;Motta de' Conti;F774;Vercelli;VC;Piemonte;ITC12
002088;Olcenengo;G016;Vercelli;VC;Piemonte;ITC12
002089;Oldenico;G018;Vercelli;VC;Piemonte;ITC12
002090;Palazzolo Vercellese;G266;Vercelli;VC;Piemonte;ITC12
002091;Pertengo;G471;Vercelli;VC;Piemonte;ITC12
002093;Pezzana;G528;Vercelli;VC;Piemonte;ITC12
002096;Pila;G666;Vercelli;VC;Piemonte;ITC12
002097;Piode;G685;Vercelli;VC;Piemonte;ITC12
002102;Postua;G940;Vercelli;VC;Piemonte;ITC12
002104;Prarolo;G985;Vercelli;VC;Piemonte;ITC12
002107;Quarona;H108;Vercelli;VC;Piemonte;ITC12
002108;Quinto Vercellese;H132;Vercelli;VC;Piemonte;ITC12
002110;Rassa;H188;Vercelli;VC;Piemonte;ITC12
002113;Rimella;H293;Vercelli;VC;Piemonte;ITC12
002115;Rive;H346;Vercelli;VC;Piemonte;ITC12
002116;Roasio;H365;Vercelli;VC;Piemonte;ITC12
002118;Ronsecco;H549;Vercelli;VC;Piemonte;ITC12
002121;Rossa;H577;Vercelli;VC;Piemonte;ITC12
002122;Rovasenda;H364;Vercelli;VC;Piemonte;ITC12
002126;Salasco;H690;Vercelli;VC;Piemonte;ITC12
002127;Sali Vercellese;H707;Vercelli;VC;Piemonte;ITC12
002128;Saluggia;H725;Vercelli;VC;Piemonte;ITC12
002131;San Germano Vercellese;H861;Vercelli;VC;Piemonte;ITC12
002133;Santhià;I337;Vercelli;VC;Piemonte;ITC12
002134;Scopa;I544;Vercelli;VC;Piemonte;ITC12
002135;Scopello;I545;Vercelli;VC;Piemonte;ITC12
002137;Serravalle Sesia;I663;Vercelli;VC;Piemonte;ITC12
002142;Stroppiana;I984;Vercelli;VC;Piemonte;ITC12
002147;Tricerro;L420;Vercelli;VC;Piemonte;ITC12
002148;Trino;L429;Vercelli;VC;Piemonte;ITC12
002150;Tronzano Vercellese;L451;Vercelli;VC;Piemonte;ITC12
002152;Valduggia;L566;Vercelli;VC;Piemonte;ITC12
002156;Varallo;L669;Vercelli;VC;Piemonte;ITC12
002158;Vercelli;L750;Vercelli;VC;Piemonte;ITC12
002163;Villarboit;M003;Vercelli;VC;Piemonte;ITC12
002164;Villata;M028;Vercelli;VC;Piemonte;ITC12
002166;Vocca;M106;Vercelli;VC;Piemonte;ITC12
002170;Alto Sermenza;M389;Vercelli;VC;Piemonte;ITC12
002171;Cellio con Breia;M398;Vercelli;VC;Piemonte;ITC12
003001;Agrate Conturbia;A088;Novara;NO;Piemonte;ITC15
003002;Ameno;A264;Novara;NO;Piemonte;ITC15
003006;Armeno;A414;Novara;NO;Piemonte;ITC15
003008;Arona;A429;Novara;NO;Piemonte;ITC15
003012;Barengo;A653;Novara;NO;Piemonte;ITC15
003016;Bellinzago Novarese;A752;Novara;NO;Piemonte;ITC15
003018;Biandrate;A844;Novara;NO;Piemonte;ITC15
003019;Boca;A911;Novara;NO;Piemonte;ITC15
003021;Bogogno;A929;Novara;NO;Piemonte;ITC15
003022;Bolzano Novarese;A953;Novara;NO;Piemonte;ITC15
003023;Borgolavezzaro;B016;Novara;NO;Piemonte;ITC15
003024;Borgomanero;B019;Novara;NO;Piemonte;ITC15
003025;Borgo Ticino;B043;Novara;NO;Piemonte;ITC15
003026;Briga Novarese;B176;Novara;NO;Piemonte;ITC15
003027;Briona;B183;Novara;NO;Piemonte;ITC15
003030;Caltignaga;B431;Novara;NO;Piemonte;ITC15
003032;Cameri;B473;Novara;NO;Piemonte;ITC15
003036;Carpignano Sesia;B823;Novara;NO;Piemonte;ITC15
003037;Casalbeltrame;B864;Novara;NO;Piemonte;ITC15
003039;Casaleggio Novara;B883;Novara;NO;Piemonte;ITC15
003040;Casalino;B897;Novara;NO;Piemonte;ITC15
003041;Casalvolone;B920;Novara;NO;Piemonte;ITC15
003042;Castellazzo Novarese;C149;Novara;NO;Piemonte;ITC15
003043;Castelletto sopra Ticino;C166;Novara;NO;Piemonte;ITC15
003044;Cavaglietto;C364;Novara;NO;Piemonte;ITC15
003045;Cavaglio d'Agogna;C365;Novara;NO;Piemonte;ITC15
003047;Cavallirio;C378;Novara;NO;Piemonte;ITC15
003049;Cerano;C483;Novara;NO;Piemonte;ITC15
003051;Colazza;C829;Novara;NO;Piemonte;ITC15
003052;Comignago;C926;Novara;NO;Piemonte;ITC15
003055;Cressa;D162;Novara;NO;Piemonte;ITC15
003058;Cureggio;D216;Novara;NO;Piemonte;ITC15
003060;Divignano;D309;Novara;NO;Piemonte;ITC15
003062;Dormelletto;D347;Novara;NO;Piemonte;ITC15
003065;Fara Novarese;D492;Novara;NO;Piemonte;ITC15
003066;Fontaneto d'Agogna;D675;Novara;NO;Piemonte;ITC15
003068;Galliate;D872;Novara;NO;Piemonte;ITC15
003069;Garbagna Novarese;D911;Novara;NO;Piemonte;ITC15
003070;Gargallo;D921;Novara;NO;Piemonte;ITC15
003073;Ghemme;E001;Novara;NO;Piemonte;ITC15
003076;Gozzano;E120;Novara;NO;Piemonte;ITC15
003077;Granozzo con Monticello;E143;Novara;NO;Piemonte;ITC15
003079;Grignasco;E177;Novara;NO;Piemonte;ITC15
003082;Invorio;E314;Novara;NO;Piemonte;ITC15
003083;Landiona;E436;Novara;NO;Piemonte;ITC15
003084;Lesa;E544;Novara;NO;Piemonte;ITC15
003088;Maggiora;E803;Novara;NO;Piemonte;ITC15
003090;Mandello Vitta;E880;Novara;NO;Piemonte;ITC15
003091;Marano Ticino;E907;Novara;NO;Piemonte;ITC15
003093;Massino Visconti;F047;Novara;NO;Piemonte;ITC15
003095;Meina;F093;Novara;NO;Piemonte;ITC15
003097;Mezzomerico;F188;Novara;NO;Piemonte;ITC15
